sentence,label,class
think,neither,0
,neither,0
game,neither,0
whats going review,neither,0
whats going time,neither,0
please whats going review,neither,0
trouble whats going review,neither,0
put anything,neither,0
put,neither,0
bad,neither,0
,neither,0
gaurav watch,neither,0
gaurav watch,neither,0
building,neither,0
building,neither,0
everything best,neither,0
everything best luck,neither,0
oh friend,neither,0
looking girls oh god,neither,0
looking girls oh friend,neither,0
make cycle,neither,0
make private,neither,0
private wash,neither,0
make private wash,neither,0
look better okay private bro hard,neither,0
look better okay private bro hot,neither,0
look better ok private bro hard,neither,0
look better ok private bro hot,neither,0
look better okay private bro hard,neither,0
sound,neither,0
took,neither,0
took sound,neither,0
yeah eyes,neither,0
one try,neither,0
one tree,neither,0
tree,neither,0
oh god,neither,0
yeah feeling thanks bro,neither,0
thanks bro bro,neither,0
country cycle master,neither,0
country cycle mastery,neither,0
country cycle master thats,neither,0
shortcut recycle master thats,neither,0
iske search scanning,neither,0
pawan singh,neither,0
tum se pawan singh,neither,0
tum se pawan,neither,0
cloud best,neither,0
cloud best,neither,0
cloud best way,neither,0
cloud best way,neither,0
cloud,neither,0
,neither,0
,neither,0
discovered,neither,0
,neither,0
got,neither,0
got,neither,0
,neither,0
write got got,neither,0
pick,neither,0
pick top,neither,0
wow inside,neither,0
wow,neither,0
wow inside,neither,0
wow inside,neither,0
whats,neither,0
,neither,0
whats,neither,0
finish order,neither,0
finish order business order,neither,0
finish,neither,0
finish order order,neither,0
finish order business,neither,0
thank thank thank,neither,0
thank thank thank thank,neither,0
kesari kesari,neither,0
kesari kesari lover pablo,neither,0
kesari kesari lover,neither,0
thats everybody,neither,0
dont give everybody,neither,0
,neither,0
holi,neither,0
guy,neither,0
,neither,0
uninstall good form working,neither,0
uninstall good form working,neither,0
oh uninstall good form working,neither,0
oh uninstall good form working,neither,0
uninstall good form working demo,neither,0
nice oh god,neither,0
nice god,neither,0
im good,neither,0
im good camping,neither,0
orissa image,neither,0
ideas different,neither,0
ideas different,neither,0
ideas different,neither,0
,neither,0
,neither,0
working working,neither,0
even everyone everyone,neither,0
even everyone everyone everyone,neither,0
even everyone everyone play game,neither,0
even everyone everyone everyone everyone,neither,0
even everyone everyone everyone play game,neither,0
first call,neither,0
first call,neither,0
first,neither,0
first,neither,0
everyone sign,neither,0
everyone sign,neither,0
everyone,neither,0
know picture,neither,0
know,neither,0
friendship oh god,neither,0
friendship baba boys oh god,neither,0
friendship baba boy oh god,neither,0
friendship bobo boy oh god,neither,0
hello speak,neither,0
love speak,neither,0
feeling bored cafe,neither,0
feeling cafe,neither,0
feeling bore cafe,neither,0
good song,neither,0
good song,neither,0
good song,neither,0
know,neither,0
anybody,neither,0
right instagram,neither,0
instagram hotspot,neither,0
right instagram,neither,0
said famous,neither,0
said famous kids never take care sensation,neither,0
exam,neither,0
exam copy paste,neither,0
exam copy paste,neither,0
going like minute,neither,0
hot anything,neither,0
good hot anything,neither,0
hot anything lopez,neither,0
good hot anything lopez,neither,0
hot anything lobbies,neither,0
okay lmg service,neither,0
okay okay lmg service,neither,0
lmg service,neither,0
aaj ka news,neither,0
aaj ko nahin,neither,0
aaj ka news specially,neither,0
aaj ka poem,neither,0
,neither,0
,neither,0
,neither,0
n word,neither,0
n word,neither,0
whats cancel,neither,0
whats cancel,neither,0
whats going,neither,0
whats cancel,neither,0
whats cancel,neither,0
temperature broken 3,neither,0
broken 3,neither,0
temperature broken,neither,0
temperature 3,neither,0
laptop,neither,0
left bro,neither,0
left,neither,0
left bro,neither,0
play,neither,0
supply supply,neither,0
supply supply,neither,0
supply supply,neither,0
supply supply hello,neither,0
avengers avengers oh god,neither,0
avengers oh god,neither,0
avengers avengers camping,neither,0
avengers camping,neither,0
avengers avengers god,neither,0
send name,neither,0
send day,neither,0
send name,neither,0
send day,neither,0
like hello hello,neither,0
like hello,neither,0
away,neither,0
way,neither,0
,neither,0
away tell underwear,neither,0
screen,neither,0
vikram manva,neither,0
vikram manvay,neither,0
vikram man,neither,0
whats name,neither,0
whats name,neither,0
champion champion,neither,0
champion,neither,0
enemy dance champion,neither,0
peshab mein,neither,0
pesha mein,neither,0
mitown women,neither,0
rishabh,neither,0
nokia rishabh,neither,0
migraine tomorrow,neither,0
migrain tomorrow,neither,0
thank,neither,0
thats,neither,0
location,neither,0
location,neither,0
news one medical,neither,0
old,neither,0
boys game,neither,0
boys,neither,0
boys game,neither,0
sathi song,neither,0
mira theek hai,neither,0
sunny deol mira theek hai,neither,0
theek hai,neither,0
girlfriend,neither,0
oh god girlfriend,neither,0
hate girlfriend,neither,0
girlfriend,neither,0
innova actually,neither,0
innova actually oh god,neither,0
innova actually minecraft,neither,0
innova actually minecraft always get,neither,0
innovative cat,neither,0
know think,neither,0
wanted time,neither,0
wanted,neither,0
want time,neither,0
guns balance,neither,0
mafias balance,neither,0
mafia balance,neither,0
balance,neither,0
guns,neither,0
wear,neither,0
wear tamil,neither,0
wear tamil throw,neither,0
opposite dance,neither,0
opposite,neither,0
open dance,neither,0
group,neither,0
van van,neither,0
traffic,neither,0
traffic wi-fi,neither,0
german shepher,neither,0
german,neither,0
working,neither,0
working start,neither,0
working start jumping,neither,0
working working,neither,0
working working start,neither,0
jumping,neither,0
jump,neither,0
actually actually,neither,0
actually,neither,0
actually actually actually,neither,0
time,neither,0
time,neither,0
caused alam time,neither,0
time,neither,0
find,neither,0
find,neither,0
find iqbal,neither,0
find iqbal,neither,0
find,neither,0
obc 2017,neither,0
obc body obc 2017,neither,0
obc senior 2017,neither,0
obc body senior 2017,neither,0
awareness thanks,neither,0
auranus thanks,neither,0
aranus thanks,neither,0
sonia,neither,0
join sonia,neither,0
time,neither,0
amazing,neither,0
amazing dont know,neither,0
amazing,neither,0
amazing dont know,neither,0
french barbie,neither,0
passive haircut,neither,0
passenger fight,neither,0
passenger star fight,neither,0
passing find,neither,0
passing,neither,0
like went thing,neither,0
mirror swami dawn like went thing,neither,0
swami dawn like went thing,neither,0
like went saying,neither,0
swami like went thing,neither,0
voice,neither,0
want second,neither,0
want voice,neither,0
make voice,neither,0
jigar express,neither,0
jigar express,neither,0
care,neither,0
care,neither,0
,neither,0
audio audio,neither,0
audio audio audio,neither,0
audio audio audio audio,neither,0
latest name,neither,0
using better taylor wine mean got,neither,0
using better archaeinor mean got,neither,0
using better taylor wine mean,neither,0
using better taylor wine mean character,neither,0
start,neither,0
want post boss watch,neither,0
want boys boss watch,neither,0
want post boss,neither,0
want post watch,neither,0
want boys boss,neither,0
oh oh,neither,0
oh god innova,neither,0
okay,neither,0
okay,neither,0
way,neither,0
way need,neither,0
way get,neither,0
way,neither,0
research free,neither,0
wearing necklace,neither,0
game app wearing necklace,neither,0
game app wearing,neither,0
diamond,neither,0
hi im fine,neither,0
hi im fineo,neither,0
bhaiya something,neither,0
dude bhaiya something,neither,0
dude something,neither,0
bunch going,neither,0
person around burns going,neither,0
person around bunch going,neither,0
bunch going,neither,0
person around burns going,neither,0
,neither,0
try,neither,0
,neither,0
try,neither,0
mere facebook,neither,0
mere ko ek,neither,0
mere ko,neither,0
mere ko fake,neither,0
,neither,0
ismein video,neither,0
ismein image,neither,0
,neither,0
going,neither,0
gone,neither,0
going,neither,0
kamal agent,neither,0
kamal agent game,neither,0
kamal game,neither,0
yes sir,neither,0
favour touch credit,neither,0
favo touch credit,neither,0
touch credit,neither,0
favour touch credit,neither,0
actually bro,neither,0
im actually bro,neither,0
actually bro want,neither,0
im actually bro want,neither,0
im dream,neither,0
please name,neither,0
please name,neither,0
friends,neither,0
,neither,0
friends,neither,0
friends like everything,neither,0
friend,neither,0
government,neither,0
government,neither,0
join anything,neither,0
thank join anything,neither,0
thank join anything,neither,0
thank never biryani join anything,neither,0
join anything,neither,0
hi say,neither,0
hi say man,neither,0
say man,neither,0
hi,neither,0
fans,neither,0
fan,neither,0
uk fans,neither,0
uk fan,neither,0
get fans,neither,0
dont know didnt hear vodafone,neither,0
watch canvas pubs im shant back,neither,0
watch canvas pounds im shant back,neither,0
watch canvas pouch im shant back,neither,0
watch canvas pouch back,neither,0
watch canvas pubs im shant back,neither,0
teri man,neither,0
hello watch,neither,0
hello watch audio,neither,0
everything translate,neither,0
change everything translate,neither,0
change everything translate,neither,0
change everything translate,neither,0
hari om,neither,0
need voice,neither,0
need voice,neither,0
need,neither,0
audio,neither,0
audio,neither,0
audio sins,neither,0
say audio,neither,0
audio since,neither,0
watch,neither,0
graph,neither,0
draping,neither,0
graph,neither,0
okay ango happening staff staff staff,neither,0
okay ango happening staff staff,neither,0
okay ango happening staff staff staff staff,neither,0
okay ango happening staff staff staff staff staff,neither,0
okay ango happening staff staff staff staff staff staff,neither,0
dont want stand,neither,0
dont want stand without,neither,0
dont want stand,neither,0
dont want stand,neither,0
back poise,neither,0
working,neither,0
working,neither,0
working,neither,0
working,neither,0
,neither,0
one hp,neither,0
one hp libra,neither,0
one hp noha,neither,0
one hp,neither,0
one hp nohay,neither,0
search shes pakistani,neither,0
search shes whatsapp,neither,0
audio,neither,0
audio,neither,0
camera camera,neither,0
veg thing,neither,0
veg veg thing,neither,0
oh shit yets primary appreciated,offensive,1
oh shit yets primary appreciated thank thank thank,offensive,1
oh shit yets primary,offensive,1
crazy chat stay right,offensive,1
Thakur man fuck,offensive,1
know fucking,offensive,1
fucking way,offensive,1
fucking,offensive,1
know fucking way,offensive,1
know fucking sorry,offensive,1
like change crazy,offensive,1
89 okay think difference fair think crazy like hotel,offensive,1
89 okay think difference fair think crazy like hotel,offensive,1
89 okay think difference fair think crazy like hotel think,offensive,1
89 okay fair think crazy like hotel,offensive,1
yes far crazy far greedy,offensive,1
yes far crazy far go that's gonna green,offensive,1
yes far crazy far ready,offensive,1
yes far crazy far,offensive,1
yes far crazy far good greedy,offensive,1
reading appro sold fuck sorry bro,offensive,1
courses shit,offensive,1
courses shit,offensive,1
courses shit,offensive,1
rewards time need get less let's make coins crazy packs crazy special,offensive,1
rewards time need get less let's make coins crazy specs crazy special,offensive,1
rewards time need get less let's make coins oh god crazy packs crazy special,offensive,1
rewards time need get less let's make coins crazy packs crazy double workout special,offensive,1
what's time need get less let's make coins crazy packs crazy special,offensive,1
brana wear fucking,offensive,1
brana wear fucking,offensive,1
brana wear fucking,offensive,1
brana wear fucking thing,offensive,1
brana wear fucking,offensive,1
fucking,offensive,1
fuck,offensive,1
fuck,offensive,1
fuck Brahmin,offensive,1
fuck Brahmin guy,offensive,1
fuck brah,offensive,1
Haqeeqat fucking,offensive,1
Haqeeqat please fuck enjoy,offensive,1
research fuck,offensive,1
research fuck get fuck,offensive,1
research fuck kid fuck,offensive,1
fuck,offensive,1
fucking,offensive,1
fucking,offensive,1
fucking,offensive,1
fucking got,offensive,1
fucking got,offensive,1
fucking added face,offensive,1
fucking guided face,offensive,1
fucking added face Walking Dead,offensive,1
fucking guided face Walking Dead,offensive,1
fucking added face ready,offensive,1
diet sexy give,offensive,1
diet sexy,offensive,1
learn fast maybe maybe last winner TV fucking want fucking,offensive,1
learn fast maybe maybe last winner TV fucking want fucking,offensive,1
learn fast maybe maybe last TV fucking want fucking,offensive,1
learn fast maybe maybe last winner TV fucking fucking,offensive,1
learn fast maybe maybe last TV fucking want fucking,offensive,1
scale mother fucker,offensive,1
fuck see Krishna,offensive,1
fuck see Krishna industries,offensive,1
fuck see Krishna,offensive,1
fuck see Krishna fucking,offensive,1
fuck see Krishna Industries fucking,offensive,1
raping fucking choices smoke Jesus,offensive,1
raping fucking choices smoke Jesus,offensive,1
raping fucking choisor smoke Jesus,offensive,1
repeat fucking choices smoke Jesus,offensive,1
raping fucking choices smoke Jesus ratio,offensive,1
mans word mother fucking sold,offensive,1
man mother fucking sold,offensive,1
mans word mother fucker,offensive,1
man mother fucker,offensive,1
mans word mother fucker fuck sold,offensive,1
posses park stabs fucking serious Abraham boxing States bad practice,offensive,1
posses parking stabs fucking serious Abraham boxing States bad practice,offensive,1
posses themes park stabs fucking serious Abraham boxing States bad practice,offensive,1
posses park stabs fucking serious Abraham boxing States bad practice round,offensive,1
posses park stabs fucking serious Abra boxing States bad practice,offensive,1
homework fuck,offensive,1
omere fuck,offensive,1
bro met fucking scene,offensive,1
bro met fucking,offensive,1
hold like fuck,offensive,1
whole like fuck,offensive,1
hold like fuck,offensive,1
whole like fuck,offensive,1
hold like fuck reason,offensive,1
fucking bro,offensive,1
fucking dude,offensive,1
fucking,offensive,1
fucking,offensive,1
fucking war oh yes,offensive,1
oh god fucking fine,offensive,1
oh god fucking,offensive,1
way 13 Turkish bro fucking,offensive,1
13 Turkish bro fucking,offensive,1
way 13 Turkish bro fucking,offensive,1
way 13 Turkish bro fucking,offensive,1
13 Turkish bro fucking,offensive,1
one fucking like,offensive,1
one fucking,offensive,1
10 log one fucking like,offensive,1
fucking,offensive,1
fucking,offensive,1
fucking scarf,offensive,1
fucking chess,offensive,1
fuck,offensive,1
fucking run,offensive,1
fucking run,offensive,1
absolute Kamas fucking,offensive,1
absolute fucking,offensive,1
absolute kamasin fucking,offensive,1
absolute Kamas fucking,offensive,1
car absolute shit,offensive,1
mother fucker mother fucking baby,offensive,1
mother fucker mother fucking reset maybe,offensive,1
mother fucker mother fucking reset,offensive,1
mother fucker mother fucking reset baby,offensive,1
mother fucker mother fucking reset baby,offensive,1
fucking,offensive,1
fucking attack,offensive,1
fucking attacks,offensive,1
fucking negative,offensive,1
fucking negatively,offensive,1
nothing fuck fine,offensive,1
think fucking Caprese,offensive,1
think fucking capresese,offensive,1
think fucking capresesese,offensive,1
think fucking Caprese Playboy,offensive,1
think fucking capre nose,offensive,1
fucking,offensive,1
camera fucking,offensive,1
fucking,offensive,1
camera fucking,offensive,1
okay fuck man,offensive,1
fuck man,offensive,1
fucking film,offensive,1
fucking films,offensive,1
never fucking film,offensive,1
never fucking films,offensive,1
fucking films beer,offensive,1
fuck fucking girl,offensive,1
fuck,offensive,1
fuck go,offensive,1
fuck fucking girl oh God,offensive,1
Pakki ke fucking girl,offensive,1
fuck wrong way,offensive,1
fuck wrong way,offensive,1
fuck wrong way,offensive,1
fuck wrong way,offensive,1
fuck wrong,offensive,1
oh shit agar aap Roda,offensive,1
oh shit,offensive,1
fucking shit,offensive,1
fucking,offensive,1
fucking shit Way,offensive,1
okay fucking shit,offensive,1
fucking girl,offensive,1
call bro got fucking,offensive,1
fuck fucking,offensive,1
fuck fucking,offensive,1
fucking fuck fucking,offensive,1
fucking fuck fucking,offensive,1
bro fuck fucking,offensive,1
Holly fucking food fucking guided thing 14 15,offensive,1
Holly fucking food fucking guided thing 14 15,offensive,1
Holly fucking food fucking guided thing 14,offensive,1
Holly fucking food fucking thing 14 15,offensive,1
Holly fucking fuj fucking guided thing 14 15,offensive,1
fucking fast run okay spaceman hello Mr Bean,offensive,1
fucking fast run okay man hello Mr Bean,offensive,1
fucking fast run okay hello Mr Bean,offensive,1
fucking fast run ok spaceman hello Mr Bean,offensive,1
fucking fast run okay Spaceman,offensive,1
try fucking bus stop fucking search house,offensive,1
try fucking bus stop kidding fucking search house,offensive,1
try fucking bus stop fucking father search house,offensive,1
try fucking bus stop kidding fucking father search house,offensive,1
try fucking bus stop kidding fucking search house,offensive,1
man first pussy,offensive,1
man first pussy,offensive,1
man pussy,offensive,1
man pussy,offensive,1
man first pussy,offensive,1
village village fuck beautiful,offensive,1
fuck beautiful,offensive,1
fucking girls,offensive,1
fucking,offensive,1
fucking Babu worse girls,offensive,1
fucking Titanic ship whatever girls,offensive,1
fucking life girls,offensive,1
hard hard fucking,offensive,1
hard hard delicious fucking,offensive,1
hard fucking,offensive,1
hard delicious fucking,offensive,1
hard hardship fucking,offensive,1
fucking pregnant,offensive,1
fucking pregnant,offensive,1
fucking pregnant side,offensive,1
responding fucking pregnant,offensive,1
Jamia sexy,offensive,1
fucking lying bro Holi,offensive,1
fucking lying bro Holi command,offensive,1
fuck like Imran Holly,offensive,1
fuck lying bro Holi,offensive,1
fucking lying bro,offensive,1
gas shut Hindi,offensive,1
fuck Hindi,offensive,1
gas shut,offensive,1
fuck,offensive,1
gas shut fuck Hindi,offensive,1
secret fucking,offensive,1
secret fucking good,offensive,1
fucking,offensive,1
spare little Alliance let fucking girl,offensive,1
fuck Arvind,offensive,1
fuck Arvind control,offensive,1
fuck Arvind,offensive,1
fuck Arvind control,offensive,1
fuck,offensive,1
6:30 fuck,offensive,1
6:30 fucking,offensive,1
oh god stupid,offensive,1
oh god stupid Dragon,offensive,1
Burj Khalifa something fuck,offensive,1
fucking bachelors scarf fucking,offensive,1
fucking bachelors let's fucking scarf fucking,offensive,1
fucking bachelors special look fucking,offensive,1
fucking bachelors scarf fucking,offensive,1
fucking bachelors let's fucking scarf fucking,offensive,1
pair fucking,offensive,1
pair fucking prime,offensive,1
fucking,offensive,1
pair fucking prime,offensive,1
pair fucking,offensive,1
fucking faag Holi,offensive,1
Vinod fucking,offensive,1
hey mother fucker fuck police,offensive,1
hey mother fucker fuck police fucking Bridge,offensive,1
hey mother fucker fuck police fucking Bridge Akshay,offensive,1
hey mother fucker fuck,offensive,1
hey mother fucker fuck fucking Bridge,offensive,1
fuck hug know Moto,offensive,1
fuck hug know,offensive,1
fuck know Moto,offensive,1
pussy boy,offensive,1
Jay fucker,offensive,1
Jay fucker,offensive,1
Jay Ho fuck Adidas,offensive,1
Jay Ho fuck Adidas,offensive,1
raw fuck longest fucking 4% serious,offensive,1
raw fuck longest fucking four person serious,offensive,1
raw go fuck longest fucking 4% serious,offensive,1
raw go fuck longest fucking four person serious,offensive,1
raw fuck longest fucking four,offensive,1
fuck asshole message,offensive,1
way fuck asshole message,offensive,1
fuck asshole message,offensive,1
fuck youhole message,offensive,1
way fuck youhole message,offensive,1
gorgeous dog shit torture please,offensive,1
dog shit torture please,offensive,1
fucking,offensive,1
fucking shit,offensive,1
han fucking,offensive,1
han fucking shit,offensive,1
wow gorgeous really turned fucking time,offensive,1
wow gorgeous really turned whole fucking time,offensive,1
wow wow gorgeous really turned fucking time,offensive,1
wow wow gorgeous really turned whole fucking time,offensive,1
wow girls really turned fucking time,offensive,1
oh mother fucker thing,offensive,1
oh mother fucker,offensive,1
train oh mother fucker thing,offensive,1
fucking prison,offensive,1
fucking prison weeks,offensive,1
fucking prison week,offensive,1
35 35 fucking calls,offensive,1
35 35 away fucking calls,offensive,1
crazy right,offensive,1
crazy right brother,offensive,1
crazy right,offensive,1
crazy right optical rock brother,offensive,1
crazy right optiful Rock brother,offensive,1
fucking strong,offensive,1
fucking strong bitch,offensive,1
fucking strong hosting,offensive,1
fucking strong hosting,offensive,1
fucking strong yes,offensive,1
HD sex,offensive,1
Aam HD sex,offensive,1
HD sex Sunny second,offensive,1
fuck,offensive,1
fuck,offensive,1
fucking,offensive,1
fucking,offensive,1
hi jaan fucking,offensive,1
write fucking okay,offensive,1
fucking okay,offensive,1
5 minutes get time crazy,offensive,1
5 minutes get time crazy chat PPT,offensive,1
5 minutes get time crazy get get time,offensive,1
5 minutes get time crazy get get time chat PPT,offensive,1
5 maps get time crazy,offensive,1
need background sleepy play stupid price,offensive,1
need background sleepy play stupid prize,offensive,1
need background stupid price,offensive,1
need background stupid prize,offensive,1
need background sleepy play stupid,offensive,1
hope find car want write shut scared life hiding building 500,offensive,1
hope find car want write shut scared life building 500,offensive,1
hope find car want write shut scared life hiding building,offensive,1
hope find car want write shut scared life hiding building 500,offensive,1
hope find car want write shut scared life building,offensive,1
fuck,offensive,1
hello jaan fuck,offensive,1
hello jaan fuck,offensive,1
anojan fuck,offensive,1
anojan fuck,offensive,1
good let's fucking,offensive,1
make good let's fucking,offensive,1
good let's fucking go puppy,offensive,1
fuck,offensive,1
oh nice another one soon want fuck sir,offensive,1
oh nice another one soon want fuck fuck sir,offensive,1
oh nice another one soon want fuck,offensive,1
oh nice another one soon want fuck miss,offensive,1
oh nice another one soon want fuck sir,offensive,1
get,offensive,1
crazy,offensive,1
suicide,offensive,1
suicide enough,offensive,1
suicide need tender,offensive,1
suicide Aruna,offensive,1
becausex,offensive,1
stock SS fucking 148,offensive,1
prominent run fuck dolphin Dolphin give nice enjoy,offensive,1
prominent run fuck dolphin Dolphin give nice,offensive,1
prominent run fuck dolphin Dolphin give nice enjoys,offensive,1
prominent run fuck dolphin Dolphin give mean nice enjoy,offensive,1
prominent run fuck dolphin Dolphin give nice enjoy,offensive,1
get fucking,offensive,1
get fucking nearby,offensive,1
professor get fucking,offensive,1
prepared boys fuck,offensive,1
back side done prepared boys fuck,offensive,1
prepared boys fuck name,offensive,1
back side done prepared boys fuck name,offensive,1
boys fuck,offensive,1
momen fucking,offensive,1
momen fucking bro,offensive,1
fucking,offensive,1
fucking bro,offensive,1
mom fucking,offensive,1
treasure fucking house brother table,offensive,1
treasure fucking house table,offensive,1
Treasure fucking house brother table,offensive,1
condoms condoms fucking,offensive,1
condoms condoms fucking,offensive,1
condoms condoms fucking,offensive,1
condoms condoms fucking dude,offensive,1
condoms condoms fucking dude,offensive,1
fucking dogs,offensive,1
fucking dogs engineering walls,offensive,1
fucking,offensive,1
142 really think stupid oh dear Lord okay,offensive,1
142 stupid oh dear Lord okay,offensive,1
142 really think stupid oh dear Lord okay,offensive,1
142 really think stupid oh dear Lord okay,offensive,1
142 stupid oh dear Lord okay,offensive,1
fucking,offensive,1
fuck,offensive,1
fuck,offensive,1
fuck,offensive,1
fuck simply,offensive,1
fuck simply,offensive,1
food word bad fucking tools included time take time never behaviour,offensive,1
food word bad fucking tools included time take time never lot like,offensive,1
open food word bad fucking tools included time take time never behaviour,offensive,1
food word bad fucking tools included time take time never like,offensive,1
open food word bad fucking tools included time take time never lot like,offensive,1
fucking scandal,offensive,1
fucking scandal,offensive,1
fucking scandalal,offensive,1
fucking scand,offensive,1
fucking scandal,offensive,1
fuck oh yes,offensive,1
fuck oh yeah,offensive,1
fucking cheese baby,offensive,1
fucking cheese,offensive,1
fucking cheese baby fast run run,offensive,1
age fucking day,offensive,1
age fucking day,offensive,1
Ice Age fucking day,offensive,1
Ice Age fucking day,offensive,1
age like fucking day,offensive,1
fucking socket oh God,offensive,1
fucking socket,offensive,1
fucking socket good man oh God,offensive,1
fucking socket good man,offensive,1
fucking socket good oh God,offensive,1
required fucking ancient bareed fucking yes would access,offensive,1
ancient bareed fucking yes would access,offensive,1
required fucking ancient bareed fucking yes 9 number would access,offensive,1
required fucking ancient bareed fucking yes would access,offensive,1
required fucking ancient bareed fucking would access,offensive,1
Innova right bro suck absolute worth man fuck supposed right,offensive,1
anyway right bro suck absolute worth man fuck supposed right,offensive,1
awesome absolute shit,offensive,1
awesome absolute shit,offensive,1
awesome shit,offensive,1
awesome shit,offensive,1
temperature mean crazy,offensive,1
temperature mean crazy,offensive,1
temperature reset mean crazy,offensive,1
fucking children,offensive,1
mean fucking children,offensive,1
fucking,offensive,1
fucking children God,offensive,1
fucking children,offensive,1
fucking face,offensive,1
fuck,offensive,1
wow fuck,offensive,1
fuck sure,offensive,1
fuck surely enough,offensive,1
fuck bro,offensive,1
stupid son,offensive,1
reference stupid son,offensive,1
choose stupid son,offensive,1
okay bye fucking,offensive,1
okay bye fucking,offensive,1
okay bye fucking actually bring,offensive,1
okay bye fucking mother fucker,offensive,1
okay bye bye fucking,offensive,1
private weather fuck suck fuck,offensive,1
private weather negative wax fuck suck fuck,offensive,1
fucking best South shit bation,offensive,1
fucking best South shit bation Boom,offensive,1
fucking best South shit bation,offensive,1
fucking best South shit bation closed,offensive,1
fucking best South shit bation Boom,offensive,1
Priya Singh big change stupid,offensive,1
see love affair fuck,offensive,1
see love affair fuck*,offensive,1
next episode life mother fucker,offensive,1
next episode mother fucker,offensive,1
next episode bro life mother fucker,offensive,1
next episode life think mother fucker,offensive,1
next episode bro mother fucker,offensive,1
crazy come back,offensive,1
fucking crazy come back,offensive,1
fuck crazy come back,offensive,1
crazy come back,offensive,1
fucking crazy come back,offensive,1
what's fuck also,offensive,1
what's fuck also,offensive,1
what's fuck,offensive,1
triangle emitra fuck busy,offensive,1
triangle emitra fuck home busy,offensive,1
emitra fuck busy,offensive,1
triangle emitra fucking bro busy,offensive,1
triangle emitra fucking busy,offensive,1
also fucking ship getting beaker ship existing moon,offensive,1
also fucking ship get BK ship existing moon,offensive,1
also fucking ship getting beaker ship existing moon,offensive,1
also fucking ship get BK ship existing moon,offensive,1
Tino kill man without fuck,offensive,1
Tina kill man without fuck,offensive,1
kill man without fuck,offensive,1
Tinu kill man without fuck,offensive,1
innovative fucking,offensive,1
innovative fucking dear,offensive,1
innovative fucking right,offensive,1
shut block,offensive,1
yes shut block,offensive,1
FIFA stupid ohm easy Shane flakes money,offensive,1
FIFA stupid ohm easy Shane flakes,offensive,1
Pope stupid ohm easy Shane flakes money,offensive,1
FIFA stupid ohm easy Shane flakes plumber,offensive,1
FIFA stupid ohm easy Shane flakes money back PB,offensive,1
fucking,offensive,1
fucking fucking,offensive,1
fucking list,offensive,1
fucking fucking list,offensive,1
fucking ship,offensive,1
kind leave nice okay full mother fucker,offensive,1
kind leave nice okay full mother fucker father,offensive,1
kind believe nice okay full mother fucker,offensive,1
kind believe nice okay full mother fucker father,offensive,1
fucking,offensive,1
fucking,offensive,1
Kos fucking,offensive,1
kosis fucking,offensive,1
park fuck love,offensive,1
park fuck love best brother,offensive,1
sex yaar thank experience,offensive,1
sex yaar thank experience,offensive,1
sexy thank experience,offensive,1
sexy thank experience,offensive,1
sex yaar fucking 10 gifted thank experience,offensive,1
Pak vibhajan watch look baby judges fucking dynamite,offensive,1
teen fuck iron whole wishes,offensive,1
Chin fuck iron whole wishes,offensive,1
Chin fuck iron whole wishes,offensive,1
teen fucking iron whole wishes,offensive,1
teen fuck iron whole wishes open,offensive,1
find fucking black,offensive,1
find fucking blocks,offensive,1
find fucking,offensive,1
fucking come bro,offensive,1
fucking come brought,offensive,1
new fucking come bro,offensive,1
new fucking come brought,offensive,1
fucking come broker,offensive,1
possible maybe tomorrow Sunday crazy bro,offensive,1
possible maybe tomorrow Sunday crazy bro can't,offensive,1
possible possible maybe tomorrow Sunday crazy bro,offensive,1
possible maybe tomorrow Sunday crazy bro,offensive,1
possible tomorrow Sunday crazy bro,offensive,1
itbfuck invite,offensive,1
itb fucking,offensive,1
itbfuck invite,offensive,1
itbfuck invite fall,offensive,1
itbfuck invite found,offensive,1
fucking,offensive,1
fuck,offensive,1
Muhammad fuck,offensive,1
guys leave fucking,offensive,1
fucking bitch good,offensive,1
fucking bitch good,offensive,1
pocket fucking bitch good,offensive,1
fucking bitch good fucking consistency,offensive,1
fuck pistol give one man,offensive,1
fuck give one man,offensive,1
fuck good give one man,offensive,1
fuck pistol give one man,offensive,1
fuck give one man,offensive,1
Ken bro fucking,offensive,1
fucking,offensive,1
bro shut fucking foreheads game broken bro fucking,offensive,1
fucking foreheads game broken bro fucking,offensive,1
fucking foreheads game broken bro fucking,offensive,1
fuck,offensive,1
finish man fuck,offensive,1
finish fuck,offensive,1
fucking,offensive,1
fucking inside,offensive,1
fucking,offensive,1
fuck,offensive,1
fucking,offensive,1
funny hide fucking,offensive,1
funny hide fuck another corner,offensive,1
fucking,offensive,1
funny hide fucking,offensive,1
funny hide fuck another corner,offensive,1
fucking,offensive,1
fuck,offensive,1
fuck funny,offensive,1
fuck,offensive,1
fuck fuck,offensive,1
fuck,offensive,1
mother fucker girl fucking hobby fellness one hour,offensive,1
mother fucker girl fucking fellness one hour,offensive,1
mother fucker go fucking hobby fellness one hour,offensive,1
mother fucker girl fucking hobby fell one hour,offensive,1
mother fucker girl fucking fell one hour,offensive,1
help play game longer fuck fucking,offensive,1
ER fuck fucking,offensive,1
longer fuck fucking,offensive,1
help play game longer fuck,offensive,1
play game longer fuck fucking,offensive,1
fuck live Augustine shit 110,offensive,1
fuck live Augustine shit 110 came fucking,offensive,1
