sentence,label,class
fucking,offensive,1
fucking let's go,offensive,1
furnace fucking let's go,offensive,1
fucking,offensive,1
fucking lets go,offensive,1
furnace fucking,offensive,1
Vishay fucking film,offensive,1
Vishay fucking films,offensive,1
Vishay fucking film in the world,offensive,1
Vishay fucking film in the warrior yeah,offensive,1
Vishay fucking film in the Worlds,offensive,1
no photos are you sir my mother fuck,offensive,1
no photos are you sir my mother fucker,offensive,1
no photos are you sir Muhammad fuck,offensive,1
mother fucking* engine,offensive,1
mother fucking* skin engine,offensive,1
oh shit fucking bachelor on skin I need a she was enough I was not for let me buy milk,offensive,1
oh shit fucking bachelor onscent I need a she was enough I was not for let me buy milk,offensive,1
oh shit fucking I need a she was enough I was not for let me buy milk,offensive,1
oh shit fucking bachelor on skin I need a she was enough I was not for let me by milk,offensive,1
oh shit fucking bachelor onscent I need a she was enough I was not for let me by milk,offensive,1
how is the group fucking,offensive,1
how is the group fucking move,offensive,1
how's the group fucking,offensive,1
how's the group fucking move,offensive,1
how is the group fucking move one row,offensive,1
I fuck this I could not,offensive,1
I fuck this I could not I am come back,offensive,1
the mother fucking 16 inches,offensive,1
the mother fucking 16 inches all the food,offensive,1
is my Wizard the mother fucking 16 inches,offensive,1
mother fucking 16 inches,offensive,1
what's this what's the memory is taken in North right one I fucking just,offensive,1
what's this what's the memory is taken in North right one you fucking just,offensive,1
what's this what's the memory is taken in North right one crap just,offensive,1
what's this what's the memory is kick in North right one I fucking just,offensive,1
what's this what's the memory is kick in North right one you fucking just,offensive,1
please fucking,offensive,1
Jay mewad please fucking,offensive,1
ask about the fuck in neither fire Pokemon boys of fuck is this father,offensive,1
ask about the fuck and neither fire Pokemon boys of fuck is this father,offensive,1
ask about Pokemon boys of fuck is this father,offensive,1
ask about the fuck and neuter fire Pokemon boys of fuck is this father,offensive,1
ask about the fuck in neither fire Pokemon boys,offensive,1
Deepak any fucking,offensive,1
any fucking,offensive,1
Deepak any fucking in,offensive,1
any fucking in,offensive,1
teen fuck you what's this now,offensive,1
Pakistan action in this fucking,offensive,1
Pakistan in this fucking,offensive,1
Pakistan this fucking,offensive,1
Pakistan action in this this fucking,offensive,1
Pakistan action in this way is fucking,offensive,1
is fucking,offensive,1
is fuck in forest,offensive,1
zoom is right is fucking,offensive,1
is fucking sketching,offensive,1
zoom is is fucking,offensive,1
cash from me did fucking made it that to be awesome,offensive,1
cash from fucking made it that to be awesome,offensive,1
cash from me did fucking made it that to be awesome I was going,offensive,1
man Shabri watch only 500 what the fuck,offensive,1
IMO who is that bro with my fucking,offensive,1
IMO who is that bro you see that now with my fucking,offensive,1
IMO who is that bro with my fucking right bro,offensive,1
IMO who is that bro you see that right now with my fucking,offensive,1
IMO who's that bro with my fucking,offensive,1
I fucking,offensive,1
fucking,offensive,1
I fuck in,offensive,1
I fucking the cheap and,offensive,1
I fucking the cheap run up,offensive,1
oh why so I fucking girls are you fucking kidding me again,offensive,1
oh why so I fucking girls fucking kidding me again,offensive,1
oh why so so I fucking girls are you fucking kidding me again,offensive,1
oh why so so I fucking girls fucking kidding me again,offensive,1
oh why so I fucking girls are you fucking kidding me again fuck,offensive,1
my games in the fuck out,offensive,1
my game fuck out,offensive,1
be the first Garden in fucking you,offensive,1
be the first Garden in fucking 5 minutes from you,offensive,1
be the first garden fucking 5 minutes from you,offensive,1
be the first garden fucking you,offensive,1
be the first Garden in fucking 5 minutes you,offensive,1
only shit fucking by tomorrow,offensive,1
only Shit it was made a fucking by tomorrow,offensive,1
only Shit it was made a fucking to my house bro by tomorrow,offensive,1
only shit fucking to my house bro by tomorrow,offensive,1
only shit was made a fucking to my house bro by tomorrow,offensive,1
I fucking lower bracelet,offensive,1
I fucking lower bra,offensive,1
oh shit,offensive,1
which is crazy I don't know English,offensive,1
fuck you guys that was bad boy,offensive,1
fuck you guys bad boy,offensive,1
fuck you guys that was bad boy other team in his,offensive,1
fuck you guys Bad Boy other team in his,offensive,1
fuck you guys that was bad so bad boy,offensive,1
why stupid the money,offensive,1
stupid the money,offensive,1
game in the fucking Orange everyone,offensive,1
fucking car,offensive,1
fucking,offensive,1
free download fucking,offensive,1
free fucking,offensive,1
I was fucking,offensive,1
I was fucking with you want,offensive,1
so I was fucking,offensive,1
I will fuck you want,offensive,1
so I will fuck you want,offensive,1
fuck,offensive,1
fuck you,offensive,1
oh shit bro,offensive,1
me or no I fuck you back,offensive,1
me on why fuck you back,offensive,1
me or no I fuck you,offensive,1
Apex we have Thursday or or insane shop is giving fucking kidding so you guys didn't get you didn't get it the whole thing,offensive,1
Apex we have Thursday or or insane shop is giving fucking kidding so you guys didn't get you didn't get it the whole thing collection,offensive,1
Apex we have Thursday or or insane shop is giving fucking kidding so you guys didn't get you didn't get it the whole thing very different,offensive,1
Apex we have Thursday or or insane shop is giving fucking kidding so you guys didn't get you didn't get it new colours is well,offensive,1
Apex we have Thursday or or insane shop is giving fucking kidding so you guys didn't get you didn't get it new colours is well collection,offensive,1
shut the fuck,offensive,1
shut the fuck you,offensive,1
shut the fuck you really,offensive,1
fuck you boy,offensive,1
fucking,offensive,1
fucking just now,offensive,1
no you fucking,offensive,1
no you are fucking,offensive,1
no you fucking where are you ghost,offensive,1
no you fucking where are you,offensive,1
no you are fucking where are you ghost,offensive,1
fucking,offensive,1
sex,offensive,1
sex season update,offensive,1
sex season update now,offensive,1
Yogesh sex,offensive,1
Yogesh sex season update,offensive,1
fucking Amrit,offensive,1
I'm in a fucking Amrit,offensive,1
fucking with Amrit,offensive,1
it's the best and we fuck her I am thinking,offensive,1
it's the best and we fuck I am thinking,offensive,1
summary I need fucking god,offensive,1
above the professional okay can't even her fuck me here you just down that's why I have a cool new Dragon even out cycling I feeling that doing skin they are doing skin for the Dragon I feel like people and careless Wells,offensive,1
above the professional okay can't even her fuck me here you just down that's why I have a cool new Dragon even out cycling I feeling that doing skin they are doing skin for the Dragon I feel like people and careless Wells ok,offensive,1
above the professional okay can't even her fuck me here you just down that's why is going to have a cool new Dragon even out cycling I feeling that doing skin they are doing skin for the Dragon I feel like people and careless Wells,offensive,1
above the professional okay can't even her fuck me here you just down that's why is going to have a cool new Dragon even out cycling I feeling that doing skin they are doing skin for the Dragon I feel like people and careless Wells ok,offensive,1
above the profession can't even her fuck me here you just down that's why I have a cool new Dragon even out cycling I feeling that doing skin they are doing skin for the Dragon I feel like people and careless Wells,offensive,1
okay you do have to go to run avocate to the guys pussy** if I can be doing that what's the tie of a killing with a Grass I know Idiots fine and where I get invited and IMO,offensive,1
okay you do have to go to run avocate to the guys pussy** if I can be doing that what's the tie of a killing with a Grass I no ideas fine and where I get invited and IMO,offensive,1
okay you do have to go to run avocate to the guys pussy** if I can be doing that what's the tie of a killing with a Grass I know Idiots fine and where I get invited and imos name,offensive,1
okay you do have to go to run avocate with guys pussy** if I can be doing that what's the tie of a killing with a Grass I know Idiots fine and where I get invited and IMO,offensive,1
okay you do have to go to run avocate to the guys pussy** if I can be doing that what's the tie of a killing with a Grass I no ideas fine and where I get invited and imos name,offensive,1
fucking girl actually couldn't find a key online,offensive,1
fucking girl actually couldn't find a key online season,offensive,1
fucking girl actually very true couldn't find a key online,offensive,1
fucking girl this is easy and time to you actually couldn't find a key online,offensive,1
fucking girl this is easy and time to actually couldn't find a key online,offensive,1
cross section was a no brainer for them the next season is the happen is cross cross Rome is the is another thing,offensive,1
cross section was no brainer for them the next season is the happen is cross cross Rome is the is another thing,offensive,1
responsible oh fuck,offensive,1
I am alone everything responsible oh fuck,offensive,1
are you oh fuck,offensive,1
responsible oh fuck in your class,offensive,1
I am alone responsible oh fuck,offensive,1
that's a pretty one I want just fucking,offensive,1
that's a pretty one I want to use my father just fucking,offensive,1
that's a pretty one I want to fucking,offensive,1
that's a pretty one I want to absolute fucking,offensive,1
Champions fuck in better than alone,offensive,1
Champions fuck better than alone,offensive,1
Champions fucking better than alone,offensive,1
Champions fuck in better than alone fattest,offensive,1
321 stupid looking dragging really not in really station boring preservation,offensive,1
321 stupid looking drag and care remember really station boring preservation,offensive,1
321 stupid looking drag and care remember really not in really station boring preservation,offensive,1
321 stupid looking dragging really not in really station preservation,offensive,1
so fucking,offensive,1
so fucking if you have the problem,offensive,1
so fucking if you had the problem,offensive,1
it was big dam so fucking,offensive,1
it was big dam so fucking if you have the problem,offensive,1
fucking insane I think things,offensive,1
fucking and saying I think things,offensive,1
I think things oh fuck,offensive,1
inside overall average fuck for the entire expansion always just have that they could be the best thing,offensive,1
overall average fuck for the entire expansion always just have that they could be the best thing,offensive,1
inside fuck with the entire expansion always just have that they could be the best thing,offensive,1
anyway like bring about I bought its a play but then I born and other one and I named my booster like a Barbie and like on my mountain just get people like speed on me and shit baby,offensive,1
anyway like bring about I bought its a play but then I born and other one and I named my booster like a Barbie just go around then like and like on my mountain just get people like speed on me and shit baby,offensive,1
anyway like bring about I bought its a play but then I born and other one and I named my booster like a Barbie and like on my mountain just get people like shit baby,offensive,1
anyway like bring about I bought its a play but then I born and other one and I named my booster like a Barbie just go around then like in like on my mountain just get people like speed on me and shit baby,offensive,1
anyway like bring about I bought its a play but then I born and other one and I named my booster like a Barbie and like on my mountain just get people like speed on me and shit baby is not good morning,offensive,1
no one using fucking go Anita I will be thanks for you,offensive,1
fucking girl Anita I will be thanks for you,offensive,1
no one using fucking go Anita I will be thanks for you,offensive,1
fucking girl Anita I will be thanks for you,offensive,1
oh shit I don't know I don't know,offensive,1
oh shit more,offensive,1
I think about the mind blowing what fucking Dungeon photos of sharing the I had no idea in my defence sir my defence,offensive,1
I think about the mind blowing what fucking Dungeon photos of sharing I had no idea in my defence sir my defence,offensive,1
I think about the mind blowing what fucking Dungeon photos of sharing the I had no idea in my defence my defence,offensive,1
I think about the mind blowing what fucking Dungeon photos of sharing the I had no idea that's crazy in my defence sir my defence,offensive,1
I think about the mind what fucking Dungeon photos of sharing the I had no idea in my defence sir my defence,offensive,1
20 people who get your hard work finding the best sex only,offensive,1
20 people who get your hard work finding the best sex,offensive,1
20 people who get your hard work finding the best sex my office going on only,offensive,1
fuck me man oh my God I just on male I feel like I see and I just see everything call everything,offensive,1
fuck me man my God I just on male I feel like I see and I just see everything call everything,offensive,1
fuck me man oh my god that's fine I just on male I feel like I see and I just see everything call everything,offensive,1
fuck me man my god that's fine I just on male I feel like I see and I just see everything call everything,offensive,1
fuck me man oh my God I just on male I feel like I see and I just see everything,offensive,1
frocks for my birthday when I look back over I just give me gone I hate you try to keep it turn on the voice I can use fuck me manicure 10 but I was in it from now I think,offensive,1
fuck you man something,offensive,1
fuck you man something is nothing,offensive,1
fuck you man something actually,offensive,1
fuck something,offensive,1
fucking way,offensive,1
fucking way I think,offensive,1
fucking ways,offensive,1
fucking way crossword,offensive,1
fucking way crossword I think,offensive,1
I fucking a lovely and I love everyone,offensive,1
I fucking a lovely,offensive,1
I fucking a lovely Boss,offensive,1
I fucking a lovely and I love everyone is definitely,offensive,1
I fucking a lovely and I love every Poland,offensive,1
fuck you man something,offensive,1
fuck you man something is nothing,offensive,1
fuck you man something actually,offensive,1
fuck something,offensive,1
fucking way,offensive,1
fucking way I think,offensive,1
fucking ways,offensive,1
fucking way crossword,offensive,1
fucking way crossword I think,offensive,1
to the house is I fucking love during I love everyone,offensive,1
to the house is I fucking love during I love every Poland,offensive,1
to the house is I fucking love during I love everyone not possible,offensive,1
to the house is I fucking love during and I love every Poland,offensive,1
to the house is I fucking love during I love everyone and horse,offensive,1
yeah we get triple this table let's go there also we just put them and a fucking piss videos waiting,offensive,1
this he is giving sent to the fucking ROM or did the sun in Islam,offensive,1
this he is getting sent to the fucking ROM or did the sun in Islam,offensive,1
this he is giving sent to the fucking Rome or did the sun in Islam,offensive,1
this he is getting sent to the fucking Rome or did the sun in Islam,offensive,1
I also this he is giving sent to the fucking ROM or did the sun in Islam,offensive,1
hello fucking slap you get a fairy,offensive,1
hello fucking slap you get a very beautiful,offensive,1
hello fucking you get a fairy,offensive,1
oh my fucking window,offensive,1
oh my god fucking,offensive,1
oh my fucking,offensive,1
oh my fucking Windows,offensive,1
I think you are fucking,offensive,1
I think you are fucking his mother,offensive,1
I think you are fucking his mother know,offensive,1
I think you are fucking his,offensive,1
I think you are fucking is not right,offensive,1
fucking good night,offensive,1
fucking good night oh my God,offensive,1
fucking good night okay,offensive,1
fucking good I am bringing of you,offensive,1
fucking good night okay oh my God,offensive,1
Robert we also fuck me,offensive,1
we also fuck me,offensive,1
Robert we also fuck,offensive,1
fuck where is a very happy,offensive,1
fuck,offensive,1
what the fuck is about right,offensive,1
what the fuck is beautiful about right,offensive,1
what the fuck is about,offensive,1
what the fuck is right,offensive,1
what the fuck is beautiful about,offensive,1
fuck me how the fuck your cable I finished,offensive,1
fuck me how the fuck your cable I finished game,offensive,1
fuck me how the fuck your cable I finish,offensive,1
fuck me how the fuck your cable,offensive,1
fuck me how the fuck your cable I finish game,offensive,1
fuck you yes,offensive,1
the first gift happy birthday it was near birthday fucking,offensive,1
the first gift happy birthday it was never birthday fucking,offensive,1
where the fuck,offensive,1
I know where the fuck,offensive,1
I know you where the fuck,offensive,1
fuck you describe your hand,offensive,1
fuck you this guys your hand,offensive,1
fuck you describe,offensive,1
fuck you this guy your hand,offensive,1
nice fuck you,offensive,1
nice fuck him,offensive,1
nice fuck him Sonapur,offensive,1
nice fuck,offensive,1
fucking Japanese,offensive,1
fucking,offensive,1
fucking Japanese now,offensive,1
fucking draft,offensive,1
water fucking game this is,offensive,1
what again what a fucking game this is,offensive,1
what are fucking game this is,offensive,1
water fucking game,offensive,1
what again what a fucking game,offensive,1
fucking cat us always,offensive,1
you are no virus notice for kid football fucking players make in guys,offensive,1
you are no virus notice for kid football fucking players make in guy,offensive,1
you are a virus notice for kid football fucking players make in guys,offensive,1
you are a virus notice for kid football fucking players make in guy,offensive,1
FB I need to fuck you,offensive,1
FB I need to fuck,offensive,1
FB I need to fuck you on,offensive,1
Linkin valid fuck your never invalid,offensive,1
Linkin valid fuck you never invalid,offensive,1
Linkin valid fuck off never invalid,offensive,1
Linkin valid fuck your invalid,offensive,1
short every fucking game fucking this talking fast is my loser,offensive,1
short every fucking game fucking this talking fast,offensive,1
short every fucking game fucking this talking fast fucking,offensive,1
short every fucking game fucking is my loser,offensive,1
short every fucking game fucking,offensive,1
fucking robbery,offensive,1
hi fucking robbery,offensive,1
fucking robber,offensive,1
fucking,offensive,1
double fucking,offensive,1
double fucking alien,offensive,1
oh my guys wow great guys fucking this time,offensive,1
oh my guys wow great guys fucking this casting time,offensive,1
oh my guys wow great guys fucking this,offensive,1
wow great guys fucking this time,offensive,1
oh my guys wow great guys fucking this casting,offensive,1
fucking,offensive,1
because fucking,offensive,1
it's okay because fucking,offensive,1
so broken fucking,offensive,1
give me the fuck,offensive,1
fuck out of the game,offensive,1
how of the game so fucking,offensive,1
fuck,offensive,1
caste in the fucking scene capuclearchesting game right I Pro again I am praying on fucking then directly,offensive,1
caste in the fucking scene capuclearchesting game I Pro again I am praying on fucking then directly,offensive,1
casting the fucking scene capuclearchesting game right I Pro again I am praying on fucking then directly,offensive,1
casting the fucking scene capuclearchesting game I Pro again I am praying on fucking then directly,offensive,1
caste in the fucking scene capuclearches interesting game right I Pro again I am praying on fucking then directly,offensive,1
I love you are fuck me,offensive,1
I love you a fuck me,offensive,1
I love you fuck me,offensive,1
oh shit,offensive,1
I have oh shit,offensive,1
yummy fucking men,offensive,1
fucking men,offensive,1
fucking yes or no,offensive,1
fucking,offensive,1
fucking fucking,offensive,1
horrible fucking fucking,offensive,1
fucking,offensive,1
fucking everything,offensive,1
I mean fucking everything,offensive,1
another fucking,offensive,1
another fucking Saya,offensive,1
another fucking go back,offensive,1
another fucking go back 6 month,offensive,1
mother fucking Saya,offensive,1
get out,offensive,1
house blouse get out,offensive,1
house get out,offensive,1
search fucking domestic,offensive,1
search fucking,offensive,1
search fucking domestic versus,offensive,1
search fucking domestic CS mastery,offensive,1
sex bro,offensive,1
price sex bro,offensive,1
price price sex bro,offensive,1
sex bro I should have,offensive,1
price sex bro I should have,offensive,1
Khan Khan fucking my dad I was stopwatch,offensive,1
Khan Khan fucking my dad I will stop what propose girl,offensive,1
Khan Khan fucking my dad I was stopwatch in,offensive,1
Khan Khan fucking my dad are you stop what propose girl,offensive,1
Khan Khan fucking my dad I was stopwatch stopwatch,offensive,1
just affairs like on fucking Nexus,offensive,1
fucking Nexus,offensive,1
just affairs like on hit the fucking Nexus,offensive,1
hit the fucking Nexus,offensive,1
just affair like fucking Nexus,offensive,1
I am fucking,offensive,1
fucking,offensive,1
I fucking,offensive,1
okay she is going to win the finals is here it's over for the dam League fucking idiot,offensive,1
oh boy ass hole,offensive,1
oh boy asshole,offensive,1
boys jacket and Jacks ass hole,offensive,1
boys jacket and Jacks asshole,offensive,1
the fuck,offensive,1
fuck,offensive,1
fuck yes,offensive,1
fuck,offensive,1
Canon fuck,offensive,1
Achcha fuck,offensive,1
fuck the man,offensive,1
cal se let's spread positive in peace everyone shut the fuck,offensive,1
calcium let's spread positive in peace everyone shut the fuck,offensive,1
fucking fucking,offensive,1
fucking,offensive,1
fuck in the lord straight now here we,offensive,1
fuck in the lord straight now here,offensive,1
fuck in the straight now here we,offensive,1
fucking no,offensive,1
fucking time no,offensive,1
fucking,offensive,1
fucking reminders,offensive,1
dog fucking reminders,offensive,1
give me fucking reminders,offensive,1
fucking reminder,offensive,1
give me dog fucking reminders,offensive,1
so fucking the shit the same,offensive,1
so fucking the same,offensive,1
so fucking the ship the same,offensive,1
so fucking the shit the same fucking bigger,offensive,1
so fucking the shi the same,offensive,1
the fuck,offensive,1
people actually the fuck,offensive,1
but I do the fuck,offensive,1
actually actually the fuck,offensive,1
actually donkey king is but I do the fuck,offensive,1
fuck is,offensive,1
what the fuck is,offensive,1
fuck is this,offensive,1
what the fuck is this,offensive,1
oh fucking,offensive,1
oh my fucking,offensive,1
fucking which day,offensive,1
he was so fucking shit game,offensive,1
so fucking shit game,offensive,1
he was so fucking shit game or every single,offensive,1
so fucking shit game or every single,offensive,1
he was so fucking shit game fucking,offensive,1
in the fucking game,offensive,1
in the fucking is so she game,offensive,1
in the fucking is so shi game,offensive,1
in the fucking is so game,offensive,1
in the fucking they make is so she game,offensive,1
fucking,offensive,1
there is it issue that shows that everybody there before free is it fucking more on you should have a job by its really terrible,offensive,1
there issue that shows that everybody there before free is it fucking more on you should have a job by its really terrible,offensive,1
there is a issue that shows that everybody there before free is it fucking more on you should have a job by its really terrible,offensive,1
there is it issue that shows that everybody there before free is it in fucking more on you should have a job by its really terrible,offensive,1
there is it issue that shows that everybody there before free is it fucking more on you should have a job by its really terrable,offensive,1
Pokemon fuck off as all,offensive,1
Pokemon fuck off,offensive,1
fucking change,offensive,1
fucking,offensive,1
fucking change it,offensive,1
it is a nice fuck in the homemade classes fucker because everybody ages so that just be coming,offensive,1
it is a nice fuck in the homemade classes fucker because everybody ages so that just be coming game,offensive,1
it is a nice fuck in the homemade classes fucker because everybody,offensive,1
it is a nice fuck in the homemade classes fucker because everybody ages so that just be coming every game,offensive,1
it is a nice fuck in the homemade classes fucker because everybody game,offensive,1
suswashing the fuck you ask me for,offensive,1
suspashing the fuck you ask me for,offensive,1
suspenseing the fuck you ask me for,offensive,1
suswashing the fuck you ask me for at,offensive,1
suswashing the fuck you ask me for new,offensive,1
fucking,offensive,1
fuck,offensive,1
fucking I have my Imperial,offensive,1
fucking I have,offensive,1
so much fucking better it's really,offensive,1
so much fucking better its really sad to see,offensive,1
Harshit,offensive,1
sexy aurat,offensive,1
sexy,offensive,1
yah kya sexy aurat,offensive,1
yah kya sexy,offensive,1
sexy resp,offensive,1
50% accuracy with 6100 in 24th August players 50% accuracy that's a fucking challenge,offensive,1
50% accuracy with 6100 in 24th players 50% accuracy that's a fucking challenge,offensive,1
50% accuracy with 6100 in 24th August 50% accuracy that's a fucking challenge,offensive,1
50% accuracy with 6100 in 24th August players 50% accuracy that's a fucking challenge watch,offensive,1
50% accuracy with 6100 in 24th players 50% accuracy that's a fucking challenge watch,offensive,1
sexy,offensive,1
sexy bro,offensive,1
sexy detail and same,offensive,1
sex oh my god where is really really,offensive,1
sex oh my god where is really really sex,offensive,1
sex oh my god where is really,offensive,1
sex oh my god where is really sex,offensive,1
sex oh my god really really,offensive,1
your name what the fuck,offensive,1
advertise shit to yourism is loving which is makes everything,offensive,1
oh shit justice,offensive,1
from oh shit justice,offensive,1
come from oh shit justice,offensive,1
fucking breath dad,offensive,1
fucking dad,offensive,1
fucking breathing dad,offensive,1
fuck you buddy,offensive,1
fuck you,offensive,1
fuck you buddy oh my God,offensive,1
fuck you oh my God,offensive,1
O Yara Oli shit,offensive,1
oh yaar Oli shit,offensive,1
O yaar Oli shit,offensive,1
crazy gravity for this problem,offensive,1
crazy gravity for this giving the problem,offensive,1
Stephanie have is my brother fuck off,offensive,1
Stephanie have is my brother fuck,offensive,1
I don't know how a fucker,offensive,1
Army fuck off my,offensive,1
Army fuck up my brother,offensive,1
fuck off my,offensive,1
oh shit discourse,offensive,1
IGNOU hollyshit,offensive,1
IGNO hollyshit,offensive,1
IGNOU holyfucker,offensive,1
IGNOU Holly shit,offensive,1
no sound fucking idiot keyboard,offensive,1
fucking idiot keyboard,offensive,1
fucking you went to the elderly home and a found a woman feel about people,offensive,1
fucking you win today elderly home and a found a woman feel about people,offensive,1
fucking playground you went to the elderly home and a found a woman feel about people,offensive,1
wah wah wah YouTube I did not shit my pants right hand okay this behaviour is no accept Avenger,offensive,1
fuck you fuck you fuck off okay fuck off sweet house,offensive,1
fuck you fuck you fuck off okay fuck off,offensive,1
fuck you fuck you fuck off fuck off okay fuck off sweet house,offensive,1
fuck you fuck you fuck off fuck off okay fuck off,offensive,1
fuck you fuck you fuck off okay fuck off okay fuck off sweet house,offensive,1
fucking,offensive,1
fucking you,offensive,1
fuck everything,offensive,1
fuck everything fucking,offensive,1
fuck everything playing,offensive,1
fuck everything playground,offensive,1
fuck everything issue,offensive,1
wah wah YouTube I did not shit my pants I did not shit my pants ID ok this behaviour is no exceptable,offensive,1
wah wah YouTube I did not shit my pants I did not shit my pants ID ok this behaviour is no exceptable fuck you,offensive,1
wah wah YouTube I did not shit my pants I did not shit my pants ID ok this behaviour is no exceptable fuck you fuck you,offensive,1
wah wah YouTube I did not shit my pants I did not shit my pants ID ok this behaviour is no except,offensive,1
wah wah YouTube I did not shit my pants right hand okay this behaviour is no except,offensive,1
fuck you fuck you fuck off okay fuck off,offensive,1
fuck you fuck you fuck off okay fuck off people,offensive,1
fuck you fuck you fuck off fuck off okay fuck off,offensive,1
fuck you fuck you fuck off fuck off okay fuck off people,offensive,1
fuck you fuck you fuck off fuck off,offensive,1
in your mom yes I'm sorry I'm sorry I'm sorry I didn't I didn't accept any any Christmas holiday I am so fucking fuck,offensive,1
in your mum yes I'm sorry I'm sorry I'm sorry I didn't I didn't accept any any Christmas holiday I am so fucking fuck,offensive,1
in your mom yes I'm sorry I'm sorry I'm sorry I didn't I didn't accept any any Christmas holiday I am so fucking,offensive,1
in your mum yes I'm sorry I'm sorry I'm sorry I didn't I didn't accept any any Christmas holiday I am so fucking,offensive,1
in your mom yes I'm sorry I'm sorry I am sorry I didn't I didn't accept any any Christmas holiday I am so fucking fuck,offensive,1
it is planet my pic in your mum okay I have my penis inside of your fucking mother because I am your fucking Papa I am your father I need you in my boss and now your home,offensive,1
it is planet my pic in your mom okay I have my penis inside of your fucking mother because I am your fucking Papa I am your father I need you in my boss and now your home,offensive,1
it is planet my pic in your mum okay I had my penis inside of your fucking mother because I am your fucking Papa I am your father I need you in my boss and now your home,offensive,1
it is planet my pic in your mum okay I have my penis inside of your fucking mother because I am your fucking Papa I am your father I need you in my boss and now your home life,offensive,1
it is planet my pic in your mom okay I have my penis inside of your fucking mother because I am your fucking Papa I am your father I need you in my boss and now your home life,offensive,1
who was there bitches* in the game every season,offensive,1
who was there bitches* in the game,offensive,1
believe who was there bitches* in the game every season,offensive,1
who was there bitches* in the game in the league,offensive,1
who was there bitches* in the game in the League of Legends,offensive,1
holy fuck no one actually goes to Romania it's true I am and you stream around 1:00 a.m.,offensive,1
holy fuck no one actually goes to remainder it's true I am and you stream around 1:00 a.m.,offensive,1
holy fuck no one actually goes to Romania allocation and you stream around 1:00 a.m.,offensive,1
holy fuck no one actually goes to Roman it's true I am and you stream around 1:00 a.m.,offensive,1
I fuck you the office,offensive,1
fuck the office,offensive,1
fuck you the office,offensive,1
I fuck you,offensive,1
is that we are now going for 1.6 States world changing news from me you won't believer can happen Oh My God full fucking story,offensive,1
is that we or now world changing news from me you won't believer can happen Oh My God full fucking story,offensive,1
is that we are now going for 1.6 States world changing news from me you won't believer can happen attack Oh My God full fucking story,offensive,1
is that we or now world changing news from me you won't believer can happen attack Oh My God full fucking story,offensive,1
is that we or now 6 days world changing news from me you won't believer can happen Oh My God full fucking story,offensive,1
Bose Bose fucking boss fucking you fucking,offensive,1
BOS Bose fucking boss fucking you fucking,offensive,1
Bose Bose fucking boss fucking you,offensive,1
Bose Bose fucking boss fucking you fucking shit,offensive,1
Bose Bose fucking boss fucking you sis,offensive,1
you just joking and dropping and dropping life you know fucking animal,offensive,1
fucking dog,offensive,1
fucking fucking,offensive,1
iphone voice fucking dog,offensive,1
iphone voice fucking fucking,offensive,1
iPhone fucking dog,offensive,1
enjoy your sick but fucking,offensive,1
full movie fucking,offensive,1
fucking damage look look,offensive,1
fucking damage look look naming,offensive,1
fucking damage look look look,offensive,1
does Bose sex what the fuck a complete this this number,offensive,1
does Bose sex what the fuck a complete this this train accident number,offensive,1
does Bose sex what the fuck a complete this this,offensive,1
does Bose sex what the fuck a complete this this number this time,offensive,1
does Bose sex what the fuck a complete this this train accident,offensive,1
good games that every person that please new new song fucking weird free ground and fucking you black Star,offensive,1
goods games that every person that please new new song fucking weird free ground and fucking you black Star,offensive,1
good games that every person that please new new song fucking weird free ground and fucking people please black Star,offensive,1
good games that every person that please new new song fucking weird free ground and fucking black Star,offensive,1
goods games that every person that please new new song fucking weird free ground and fucking black Star,offensive,1
now but the skin is alive bro he is a kid 9 years it's time to grow up it's time to grow up okay you know who is fucking,offensive,1
now but the skin is alive bro he is a kid nine years it's time to grow up it's time to grow up okay you know who is fucking,offensive,1
now but the skin is alive bro he is a kid 9 years it's time to grow up it's time to grow up OK you know who is fucking,offensive,1
now but the skin is alive bro he is a kid nine years it's time to grow up it's time to grow up OK you know who is fucking,offensive,1
now but the skin is alive bro 9 years it's time to grow up it's time to grow up okay you know who is fucking,offensive,1
nothing watch fucking watch,offensive,1
so fucking,offensive,1
what look What guys guys Joy Joyce you already fucking his hot her,offensive,1
would you suck your PP if you want more flexible ok before day then being fuck off,offensive,1
would you suck your PP if you want more flexible ok before day then being fuck off no back something,offensive,1
would you suck your PP if you want more flexible ok before then being fuck off,offensive,1
would you suck your PP if you want more flexible ok before day then being fuck off no back something else,offensive,1
would you suck your PP if you want more flexible ok before day then being fuck off no,offensive,1
fucking bitch yeah yeah,offensive,1
fucking bit yeah yeah,offensive,1
fucking bitch,offensive,1
fucking bit,offensive,1
I'm good I fuck,offensive,1
I'm good fuck,offensive,1
come on come on come on come on fucking family,offensive,1
come on come on come on fucking family,offensive,1
come on come on come on come on fucking album,offensive,1
come on come on come on come on fucking,offensive,1
I fucking love you chat right direction,offensive,1
I fucking love you chat right direction everyone,offensive,1
I fucking love you chat right directions for me,offensive,1
I fucking love you chat right direction everyones for me,offensive,1
I fucking love you chat right directions,offensive,1
oh shit problem in the game,offensive,1
oh shit problem,offensive,1
how could oh shit problem in the game,offensive,1
how oh shit problem in the game,offensive,1
how could oh shit problem,offensive,1
to be a fucking hello new,offensive,1
that means in the fucking game,offensive,1
okay I am having a bad games that means in the fucking game,offensive,1
fucking,offensive,1
